date,daylight_duration,sunshine_duration,rain_sum,snowfall_sum,latitude,longitude
2010-07-01,19.822584,51500.645,48288.66,0.0,33.145870208740234,-117.23246765136719
2010-07-01,26.859583,51566.61,23921.238,0.7,33.35676574707031,-97.66665649414062
2010-07-01,16.548834,54242.883,49730.117,0.0,40.949031829833984,-81.5384521484375
2010-07-01,27.68617,49467.617,24731.477,75.2,26.045692443847656,-97.48358154296875
2010-07-01,27.419752,50154.66,39247.645,18.9,28.576448440551758,-81.3895263671875
2010-07-01,18.331835,51391.53,48195.168,0.0,32.794376373291016,-117.17604064941406
2010-07-01,27.56742,49486.223,33261.625,37.399998,26.115991592407227,-80.4381103515625
2010-07-01,25.009499,50332.37,0.0,21.000002,29.209136962890625,-97.76754760742188
2010-07-01,20.361,51677.395,48439.742,0.0,33.70825958251953,-117.8385009765625
2010-07-01,23.9935,53938.555,50098.758,0.0,40.17574691772461,-105.14724731445312
2010-07-01,16.361917,54701.438,50808.82,0.0,42.07381057739258,-123.06121826171875
2010-07-01,24.090918,50432.207,0.0,20.1,29.560630798339844,-98.95834350585938
2010-07-01,18.569832,54878.562,40279.31,0.0,42.49560546875,-70.941162109375
2010-07-01,24.788918,50634.35,0.0,19.2,30.26361846923828,-97.69320678710938
2010-11-01,3.7769167,37359.035,32971.93,0.0,41.79261779785156,-72.2608642578125
2010-11-01,10.2404995,35707.84,0.0,23.800001,48.47100067138672,-122.52099609375
2010-11-01,16.851583,38902.332,35867.71,0.0,33.91915512084961,-118.39152526855469
2010-11-01,20.0745,39324.38,34377.65,0.0,31.458698272705078,-98.49462890625
2010-11-01,2.3904998,37218.8,10611.494,0.0,42.4253044128418,-76.51980590820312
2010-11-01,16.616833,39098.164,36107.02,0.0,32.794376373291016,-117.17604064941406
2010-11-01,26.83333,39956.055,37140.574,0.0,27.5219669342041,-99.47366333007812
2010-11-01,3.3574994,37496.45,34045.887,0.0,41.15992736816406,-80.85836791992188
2010-11-01,7.441416,37328.12,32996.938,0.0,41.9332160949707,-87.64535522460938
2010-11-01,8.023915,37218.8,32994.48,0.0,42.4253044128418,-87.88546752929688
2010-11-01,21.760666,39567.027,28797.867,0.0,29.982423782348633,-90.20977783203125
2010-11-01,7.18775,37921.418,33998.965,0.0,39.12126541137695,-84.5604248046875
2010-11-01,23.402084,39724.83,35939.24,0.0,28.998241424560547,-80.91741943359375
2010-11-01,3.8740835,36201.4,3663.0598,24.9,46.64323043823242,-121.88406372070312
2010-11-01,22.021835,39486.96,33585.938,0.0,30.474515914916992,-99.729736328125
2010-11-01,4.808167,37075.617,33379.777,0.0,43.0579948425293,-89.33035278320312
2010-11-01,20.823,39110.24,34184.074,0.0,32.72407531738281,-96.81317138671875
2010-11-01,8.233083,37806.766,34290.39,1.9,39.68365478515625,-105.0
2010-11-01,19.620003,39509.918,36232.082,0.0,30.33391761779785,-84.30245971679688
2010-11-01,7.87525,37312.613,33004.613,0.0,42.00351333618164,-87.77291870117188
2010-11-01,13.074666,38186.406,34977.547,0.0,37.785587310791016,-122.40963745117188
2010-11-01,6.544834,37511.543,33271.15,0.0,41.089630126953125,-87.81427001953125
2010-11-01,10.172667,37864.33,23375.053,0.0,39.40245819091797,-93.35635375976562
2010-11-01,6.046166,37571.61,33790.55,0.0,40.808433532714844,-73.76422119140625
2010-11-01,21.741165,39567.027,28797.867,0.0,29.982423782348633,-90.20977783203125
2010-11-01,7.2559166,37405.145,33921.74,0.0,41.581722259521484,-93.6363525390625
2010-11-01,25.419502,40181.24,36000.0,1.9000001,26.045692443847656,-80.15316772460938
2010-11-01,13.963665,38815.02,35760.527,0.0,34.41124725341797,-117.28302001953125
2010-11-01,20.475,39098.164,34185.797,0.0,32.794376373291016,-96.82150268554688
2010-11-01,6.734333,37921.418,34355.0,0.0,39.12126541137695,-83.07693481445312
2010-11-01,20.257082,39110.24,27005.434,0.0,32.72407531738281,-92.19781494140625
2010-11-01,4.45525,37234.527,31750.24,0.0,42.35500717163086,-71.12905883789062
2010-11-01,-0.43858337,37281.484,25144.754,0.0,42.14411163330078,-74.36495971679688
2010-11-01,4.801666,37234.527,31750.24,0.0,42.35500717163086,-71.12905883789062
2010-11-01,23.204168,39735.984,36043.418,0.0,28.927942276000977,-81.3402099609375
2010-11-01,9.462916,35996.984,10356.04,3.1,47.41651916503906,-120.24589538574219
2010-11-01,19.783503,39146.344,32917.875,0.0,32.513179779052734,-98.54013061523438
2010-11-01,19.399,39498.45,35956.125,0.0,30.404216766357422,-84.2957763671875
2010-11-01,14.925916,38507.55,32438.164,0.0,36.09841537475586,-97.12063598632812
2010-11-01,20.840918,39555.637,36113.24,0.0,30.052722930908203,-84.53909301757812
2010-11-01,16.688002,38902.332,35867.71,0.0,33.91915512084961,-118.39152526855469
2010-11-01,23.136915,39657.57,32945.086,0.0,29.420034408569336,-98.6258544921875
2010-11-01,3.5458333,37155.535,29874.309,0.0,42.70650100708008,-71.38845825195312
2010-11-01,4.114,37075.617,33347.664,0.0,43.0579948425293,-89.59823608398438
2010-11-01,10.227249,38034.215,32463.844,0.0,38.55887222290039,-90.36685180664062
2010-11-01,5.0139165,37450.945,33913.914,0.0,41.37082290649414,-83.663818359375
2010-11-01,14.127334,36364.15,17085.072,0.0,46.01054382324219,-118.42855834960938
2010-11-01,22.96592,39657.57,32986.293,0.0,29.420034408569336,-98.72979736328125
2010-11-01,20.881,39218.047,34555.523,0.0,32.09138870239258,-97.06521606445312
2010-11-01,7.0742497,37586.543,34225.5,0.0,40.738136291503906,-111.95744323730469
2010-11-01,7.424667,37978.043,34588.355,0.0,38.84006881713867,-82.25408935546875
2010-11-01,18.950333,39025.324,31512.406,0.0,33.21616744995117,-97.20443725585938
2010-11-01,4.659917,37374.44,33018.812,0.0,41.72231674194336,-72.67730712890625
2010-11-01,13.436418,36488.062,609.0779,14.200001,45.51845169067383,-122.49607849121094
